slug,name,batch,batch_year,status,team_size,yc_top_company,ai_relation,primary_theme,subtheme,vertical,is_agent,target_customer,one_liner,total_raised_usd_m,valuation_usd_m,outcome_details,label_confidence
basedash,Basedash,Summer 2020,2020,Active,6,0,ai_native,vertical_other,business_intelligence,,0,mixed_b2b,The AI-native business intelligence platform,,,,0.7
be-go,BeGo,Winter 2020,2020,Active,65,0,ai_enabled,vertical_other,logistics_freight,logistics,0,mixed_b2b,BeGo Connects cargo shippers with truck suppliers in Mexico and US,,,,0.8
blissway,Blissway,Summer 2020,2020,Active,22,0,ai_enabled,vertical_other,other_industry,government,0,government,The tolling industry’s prime tech infrastructure,,,,0.5
blue-onion,Blue Onion,Summer 2020,2020,Active,27,0,ai_enabled,finance_accounting,reconciliation_subledger,,0,mixed_b2b,Financial data layer for AI-powered finance and accounting,,,,0.75
brevy,Brevy,Summer 2020,2020,Acquired,8,0,ai_native,customer_support,chat_support_agents,retail,1,smb,Empower your customer service team through AI & automation.,,,"YC lists Brevy (S20) as Acquired, but no public announcement of acquirer, date, or price was found; brevy.com now hosts an unrelated company (Brevy Care).",0.85
candid-health,Candid Health,Winter 2020,2020,Active,200,0,ai_enabled,healthcare,rcm_billing,healthcare,1,enterprise,The autonomous revenue cycle management platform.,81.5,,,0.7
chaos-genius,Chaos Genius,Winter 2020,2020,Acquired,10,0,ai_enabled,data_ml_ops,data_observability,,0,mixed_b2b,DataOps Observability Platform for Snowflake,3.3,,"Acquired by Flexera (with ProsperOps), announced 2026-01-06, expanding Flexera's FinOps suite; price not disclosed",0.7
clayboard,Clayboard,Winter 2020,2020,Inactive,4,0,ai_enabled,vertical_other,education,education,0,mixed_b2b,"Create active, collaborative learning experiences ",,,,0.4
cohere,Cohere,Summer 2020,2020,Acquired,7,0,ai_native,customer_support,chat_support_agents,,1,mixed_b2b,Support automation that's actually intelligent,3.5,,"Acquired by Ramp, announced Jun 26, 2023; price undisclosed. Four team members joined Ramp to work on AI; Ramp co-founders were angel investors and customers.",0.85
command-ai,Command AI,Summer 2020,2020,Acquired,35,0,ai_native,customer_support,chat_support_agents,,1,mixed_b2b,AI-powered user assistance platform,23.8,,Acquired by Amplitude on 2024-10-15; price undisclosed,0.7
corecare,CoreCare,Summer 2020,2020,Active,11,0,ai_enabled,healthcare,rcm_billing,healthcare,0,enterprise,Helping healthcare providers reduce administrative costs using AI,,,,0.8
daedalus,Daedalus,Winter 2020,2020,Active,7,0,ai_enabled,robotics,industrial_automation,manufacturing,0,enterprise,AWS for precision manufacturing,,,,0.5
dashworks,Dashworks,Winter 2020,2020,Acquired,9,0,ai_native,search_knowledge,enterprise_search_km,,0,mixed_b2b,Your team's intelligent start page.,4.0,,"Acquired by HubSpot, announced April 2025; price undisclosed; team joined HubSpot to power AI search/assistants",0.85
datafold,Datafold,Summer 2020,2020,Active,30,0,ai_native,data_ml_ops,data_engineering_automation,,1,enterprise,Automating manual and repetitive data engineering tasks with AI,,,,0.8
dataland,Dataland,Summer 2020,2020,Active,4,0,ai_native,customer_support,chat_support_agents,,1,mixed_b2b,AI agents for customer support.,,,,0.85
datasaur,Datasaur,Winter 2020,2020,Active,60,0,ai_infrastructure,agent_infra,private_ai_deployment,,0,enterprise,Datasaur builds private AI/agents for enterprise/government,7.9,,,0.7
deepsource,DeepSource,Winter 2020,2020,Active,12,0,ai_enabled,coding_devtools,code_review_security,,0,developers,"Unified DevSecOps platform, helping developers ship good code.",,,,0.85
depict,Depict,Summer 2020,2020,Active,32,0,ai_enabled,vertical_other,retail_ecommerce_b2b,retail,0,smb,GPT Search & Merchandising for fashion e-commerce,,,,0.6
draftwise,Draftwise,Summer 2020,2020,Active,50,0,ai_native,legal_compliance,contracts_clm,legal,0,enterprise,Contract and negotiation AI built for lawyers,25,,,0.95
dropbase,Dropbase,Winter 2020,2020,Inactive,8,0,ai_native,coding_devtools,prompt_to_app_builders,,0,developers,AI app builder for internal tools. Build back-office software faster…,,,,0.85
easyplan,Easyplan,Winter 2020,2020,Inactive,8,0,ai_enabled,consumer,personal_consumer_finance,fintech,0,consumer,An AI-driven investment app for beginner investors in India,,,,0.7
electroneek,ElectroNeek,Winter 2020,2020,Active,175,0,ai_enabled,workflow_automation,rpa_idp,,0,enterprise,Robotic Process Automation and Document Processing Platform,,100,,0.85
ello,Ello,Winter 2020,2020,Active,45,0,ai_native,vertical_other,education,education,0,consumer,Building the world's first 1:1 AI teacher.,,,,0.8
exosonic-inc,"Exosonic, Inc.",Winter 2020,2020,Inactive,14,0,ai_enabled,defense_gov,defense_autonomy_isr,defense,0,government,Developing supersonic UAVs as a pathway to quiet supersonic flight,,,,0.8
fieldguide,Fieldguide,Summer 2020,2020,Active,200,0,ai_enabled,finance_accounting,tax_audit,,0,enterprise,Vertical AI for Audit & Advisory Firms,122,700,,0.85
finlens,Finlens,Winter 2020,2020,Active,6,0,ai_enabled,finance_accounting,bookkeeping,,0,smb,AI Accounting for Founders & Accountants,,,,0.85
fitnessai,FitnessAI,Winter 2020,2020,Acquired,1,0,ai_enabled,consumer,health_wellness_coaching,,0,consumer,App offering AI powered workout plans with anytime access to coaches,,,Listed as Acquired by YC; acquirer and terms undisclosed. App/site still operating as of 2026.,0.85
flowglad,Flowglad,Winter 2020,2020,Active,7,0,ai_enabled,workflow_automation,cross_system_automation,,0,mixed_b2b,"Analyze, act, and automate across systems",,,,0.55
glimpse-2,Glimpse,Summer 2020,2020,Active,27,0,ai_native,finance_accounting,ap_ar_deductions,retail,1,enterprise,Glimpse is the system of action for CPG retail operations,,,,0.8
glisten-ai,Glisten AI,Winter 2020,2020,Inactive,1,0,ai_native,vertical_other,retail_ecommerce_b2b,retail,0,mixed_b2b,Glisten AI automatically categorizes and tags e-commerce product data.,,,,0.85
guruhotel,GuruHotel,Winter 2020,2020,Active,12,0,ai_enabled,vertical_other,hospitality_restaurants,hospitality,0,smb,AI-native direct booking infrastructure for global hospitality,,,,0.7
handl,Handl,Winter 2020,2020,Active,29,0,ai_native,workflow_automation,document_processing_idp,,0,mixed_b2b,"Handl converts documents (invoices, income stabs, custom forms, etc.)…",,,,0.85
handoff,Handoff,Winter 2020,2020,Active,20,0,ai_native,vertical_other,construction_engineering,construction,1,smb,AI estimator & agent for remodelers.,,,,0.85
hellometer,Hellometer,Summer 2020,2020,Active,2,0,ai_enabled,vertical_other,hospitality_restaurants,hospitality,0,smb,Making fast food faster,,,,0.8
heron-data,Heron Data,Summer 2020,2020,Active,60,0,ai_native,workflow_automation,document_processing_idp,fintech,1,mixed_b2b,We automate document-heavy workflows in financial services and beyond,,,,0.85
humanloop,Humanloop,Summer 2020,2020,Acquired,14,0,ai_infrastructure,data_ml_ops,evals_llm_observability,,0,enterprise,Humanloop is the LLM evals platform for enterprises. ,7.9,,"Anthropic acqui-hired co-founders and most of the team (announced Aug 2025); deal excluded assets/IP, terms undisclosed",0.95
hyper-online,Hyper Online,Summer 2020,2020,Inactive,7,0,ai_enabled,creative_media,avatars,media,0,consumer,Social avatar platform for VTubers,,,,0.75
hypermile,Hypermile,Summer 2020,2020,Acquired,11,0,ai_native,vertical_other,logistics_freight,logistics,0,enterprise,Driver co-pilot to make trucking more efficient,1.5,,Listed as Acquired on YC; acquirer not publicly identified. hypermile.ai now presented as a product of Konboi,0.75
hypotenuse-ai,Hypotenuse AI,Summer 2020,2020,Active,15,0,ai_native,sales_marketing,marketing_content,retail,0,enterprise,AI-native Operating System for Enterprise Ecommerce Companies,,,,0.8
intelligent,Intelligent,Summer 2020,2020,Inactive,4,0,ai_enabled,workflow_automation,demand_forecasting,,0,mixed_b2b,Demand Forecasting as a Service ,,,,0.65
kernal-biologics,Kernal Biologics,Summer 2020,2020,Active,20,0,ai_enabled,bio_science,drug_discovery,science_biotech,0,enterprise,Kernal is creating mRNA 2.0 therapies that work in specific cells,,,,0.7
kingdom,Kingdom,Summer 2020,2020,Active,21,0,ai_enabled,bio_science,materials_chemistry,agriculture,0,enterprise,Clinically-validated ingredients from natural microbes,,,,0.6
kinter,Kinter,Winter 2020,2020,Active,30,0,ai_native,finance_accounting,bookkeeping,,1,enterprise,A new kind of power for finance teams,,,,0.9
known-medicine,Known Medicine,Summer 2020,2020,Acquired,17,0,ai_enabled,bio_science,drug_discovery,science_biotech,0,enterprise,Combining 3D cell culture & AI to translate drugs to clinical success,7.2,,Now an operating subsidiary of Pathos AI per Crunchbase; acquisition date and price not publicly disclosed.,0.85
legionfarm,Legionfarm,Winter 2020,2020,Active,7,0,ai_enabled,consumer,gaming_marketplace,media,0,consumer,AI workspace for professional gamers,,,,0.7
letterdrop,Letterdrop,Winter 2020,2020,Active,10,0,ai_enabled,sales_marketing,lead_enrichment,,0,mixed_b2b,Get into the competitive deals you can't see,,,,0.8
liyfe,Liyfe,Summer 2020,2020,Active,2,0,ai_enabled,healthcare,patient_engagement,healthcare,0,enterprise,Digital Nurse to Automate Symptom Assessment and Risk…,,,,0.75
mailwarm,Mailwarm,Summer 2020,2020,Active,10,0,ai_enabled,sales_marketing,email_deliverability,,0,smb,Prevents your emails from landing in spam.,,,,0.7
medicare-vox-fka-fair-square,Medicare Vox (fka Fair Square),Winter 2020,2020,Active,20,0,ai_native,vertical_other,insurance,insurance,1,consumer,Building an AI Health Insurance Agent.,,,,0.7
menten-ai,Menten AI,Winter 2020,2020,Active,2,0,ai_native,bio_science,protein_molecule_design,science_biotech,0,enterprise,Menten AI designs peptide and protein therapeutics using quantum…,,,,0.9
milo,Milo,Winter 2020,2020,Inactive,4,0,ai_native,consumer,personal_assistant,,0,consumer,The Family AI - a copilot for parents to tackle the invisible load of…,,,,0.85
mindsdb,MindsDB,Winter 2020,2020,Active,41,0,ai_infrastructure,data_ml_ops,ai_data_platform,,0,developers,"Connect, Unify, Respond to any data, anywhere with human-level…",,,,0.8
mito,Mito,Summer 2020,2020,Active,3,0,ai_native,coding_devtools,ai_data_analysis_ide,,0,enterprise,Cursor for data analysis,,,,0.75
modernbanc,Modernbanc,Winter 2020,2020,Active,6,0,ai_enabled,finance_accounting,bookkeeping,fintech,0,smb,Accounting software that works for you,,,,0.6
morphle-labs,Morphle Labs,Winter 2020,2020,Active,65,0,ai_enabled,healthcare,diagnostics_imaging,healthcare,0,enterprise,Robotic Automation for cancer diagnostics - Robotic Microscopes &…,,,,0.7
motion,Motion,Winter 2020,2020,Active,65,0,ai_native,productivity_assistants,ai_work_management,,1,mixed_b2b,The only work management platform for both Human and AI Employees,75,550,,0.8
nabla-bio,Nabla Bio,Summer 2020,2020,Active,8,0,ai_native,bio_science,protein_molecule_design,science_biotech,0,enterprise,We use AI to design antibodies for intractable diseases,,,,0.9
nephrogen,Nephrogen,Summer 2020,2020,Active,5,0,ai_enabled,bio_science,drug_discovery,science_biotech,0,enterprise,Curative genetic medicines for kidney diseases,,,,0.8
nextera-robotics-didgeai,Nextera Robotics | DIDGE.ai,Summer 2020,2020,Active,20,0,ai_native,robotics,industrial_automation,construction,0,enterprise,AI-native Robotics,,,,0.75
nextmv,Nextmv,Winter 2020,2020,Acquired,22,0,ai_infrastructure,data_ml_ops,decision_model_ops,,0,developers,A DecisionOps platform that accelerates optimization AI teams,14.3,,"Acquired by FICO, announced May-June 2026, to add DecisionOps/agentic decision workflows to FICO Platform; price not disclosed",0.7
oda,Oda,Winter 2020,2020,Active,9,0,ai_native,consumer,shopping_lifestyle,real_estate,1,consumer,AI Agent for Home Design,,,,0.7
omni,Omni,Summer 2020,2020,Acquired,5,0,ai_enabled,search_knowledge,enterprise_search_km,,0,mixed_b2b,"Fast, up-to-date answers for Sales & Support",,,Listed as Acquired on YC profile; acquirer and date not publicly disclosed,0.7
operatorio,Operator.io,Winter 2020,2020,Active,6,0,ai_native,productivity_assistants,executive_personal_assistants,,1,mixed_b2b,Operator.io is OpenClaw that just works ,,,,0.75
orbiter,Orbiter,Winter 2020,2020,Inactive,3,0,ai_enabled,vertical_other,metrics_anomaly_detection,,0,mixed_b2b,ML models automatically monitor business performance,,,,0.6
osmind,Osmind,Summer 2020,2020,Active,55,0,ai_enabled,healthcare,clinical_mental_health,healthcare,0,smb,Platform for breakthrough mental health research and treatment,57,,,0.7
overfit,Overfit,Summer 2020,2020,Inactive,4,0,ai_enabled,consumer,health_wellness_coaching,,0,consumer,Human coach for accountability + AI for personalized workouts,,,,0.7
parade,Parade,Summer 2020,2020,Inactive,5,0,ai_enabled,creative_media,image_design_gen,,0,smb,Launch your company without hiring a designer,,,,0.7
payflow-2,Payflow,Summer 2020,2020,Inactive,7,0,ai_native,finance_accounting,fpa_cfo_tools,,1,mixed_b2b,"AI FP&A Agent for insights, reports, planning and forecasting.",,,,0.85
perceptive-technologies,Perceptive Technologies,Winter 2020,2020,Active,25,0,ai_enabled,healthcare,diagnostics_imaging,healthcare,0,smb,"Automated tooth cutting for dentists using imaging, AI and robotics",,,,0.85
phonic,Phonic,Winter 2020,2020,Acquired,8,0,ai_enabled,sales_marketing,voice_video_survey_analytics,,0,mixed_b2b,The best way to collect and analyze voice and video feedback,2.35,,"Acquired by Infillion, announced February 7, 2023; price undisclosed; platform discontinued June 2025",0.5
photoroom,Photoroom,Summer 2020,2020,Active,100,0,ai_native,creative_media,image_design_gen,,0,smb,Power commerce photography with generative AI,64,500,,0.9
pillarplus,PillarPlus,Winter 2020,2020,Inactive,30,0,ai_native,vertical_other,construction_engineering,construction,0,smb,Software to automatically create construction blueprints,,,,0.8
postera,PostEra,Winter 2020,2020,Active,40,0,ai_native,bio_science,drug_discovery,science_biotech,0,enterprise,Medicinal Chemistry powered by Machine Learning,,,,0.95
posthog,PostHog,Winter 2020,2020,Active,150,0,ai_enabled,coding_devtools,product_analytics,,0,developers,"The single platform to analyze, test, observe, and deploy new features",184,1400,,0.75
powerx,PowerX,Winter 2020,2020,Acquired,20,0,ai_enabled,vertical_other,energy_climate,energy,0,enterprise,"AI powered sensors that save energy, water and emissions",4.4,,Listed as Acquired on YC directory; acquirer and terms not publicly identified,0.75
querypie-ai,QueryPie AI,Winter 2020,2020,Active,70,0,ai_infrastructure,agent_infra,agent_identity_access,,0,enterprise,QueryPie AIP - Enterprise Ready Agentic AI Platform,28,,,0.8
recall-ai,Recall.ai,Winter 2020,2020,Active,30,0,ai_infrastructure,data_ml_ops,meeting_data_api,,0,developers,"The API to get recordings, transcripts, and metadata from meetings",,,,0.75
recurrency,Recurrency,Summer 2020,2020,Active,50,0,ai_enabled,vertical_other,supply_chain_manufacturing,logistics,0,mixed_b2b,Automated ERP for distributors.,22,,,0.75
replicate,Replicate,Winter 2020,2020,Acquired,36,0,ai_infrastructure,model_infra,inference_serving,,0,developers,Run machine learning models in the cloud,58,,Acquisition by Cloudflare announced 2025-11-17 to power Workers AI; price undisclosed,0.95
robotire,RoboTire,Winter 2020,2020,Inactive,20,0,ai_enabled,robotics,service_robots,automotive,0,smb,Robotire is automating vehicle maintenance for today and future…,,,,0.75
roboflow,Roboflow,Summer 2020,2020,Active,100,0,ai_infrastructure,data_ml_ops,computer_vision_tooling,,0,developers,🖼️ Give your software the sense of sight.,62.1,,,0.85
somatic,SOMATIC,Winter 2020,2020,Active,31,0,ai_enabled,robotics,service_robots,,0,enterprise,Bathroom cleaning robots for office buildings. ,,,,0.8
scout,Scout,Winter 2020,2020,Inactive,1,0,ai_infrastructure,model_infra,ml_cicd,,0,developers,Dead simple CI/CD for ML teams,,,,0.7
segmed,Segmed,Winter 2020,2020,Active,32,0,ai_infrastructure,data_ml_ops,medical_imaging_data,healthcare,0,enterprise,Real-World Data for Health Innovation,,,,0.75
shuttle,Shuttle,Summer 2020,2020,Inactive,12,0,ai_enabled,coding_devtools,cloud_deployment,,0,developers,Build Backends. Fast.,,,,0.7
signadot,Signadot,Winter 2020,2020,Active,8,0,ai_infrastructure,coding_devtools,ai_testing_qa,,0,developers,Scalable validation infrastructure for AI agents,,,,0.85
skypher,Skypher,Winter 2020,2020,Active,12,0,ai_native,legal_compliance,grc_compliance,,1,enterprise,AI agent for Compliance Questionnaires Automation,,,,0.9
sprintai,SprintAI,Winter 2020,2020,Inactive,10,0,ai_enabled,vertical_other,retail_ecommerce_b2b,retail,0,mixed_b2b,AI-led platform for inventory and fulfillment optimization,,,,0.75
stratumai,StratumAI,Winter 2020,2020,Active,5,0,ai_native,vertical_other,other_industry,other,0,enterprise,AI that tells mining companies where to mine to maximize profits,,,,0.8
swif-ai,Swif.ai,Summer 2020,2020,Active,20,0,ai_infrastructure,security,ai_governance,,0,enterprise,Manage every device. Govern every AI agent.,,,,0.7
synapsica-healthcare,Synapsica Healthcare,Winter 2020,2020,Inactive,30,0,ai_native,healthcare,diagnostics_imaging,healthcare,0,enterprise,AI-enabled automation of diagnostic radiology workflow and reporting.,,,,0.8
taiv,Taiv,Winter 2020,2020,Active,40,0,ai_enabled,sales_marketing,ads_growth,hospitality,0,smb,"AI-powered tech that makes business TV smarter, engaging, and…",,,,0.7
taktile,Taktile,Summer 2020,2020,Active,150,0,ai_native,vertical_other,fintech_banking,fintech,1,enterprise,"Transform your decision-making with reliable AI agents in weeks, not…",184,,,0.85
tasker-ai,Tasker AI,Winter 2020,2020,Active,7,0,ai_native,productivity_assistants,personal_assistant,,1,mixed_b2b,Your AI co-worker,,,,0.7
teleo,Teleo,Winter 2020,2020,Acquired,30,0,ai_enabled,robotics,autonomous_heavy_equipment,construction,0,enterprise,Supervised Autonomous Heavy Equipment,28.2,,"Acquired by HavocAI, February 2026; price undisclosed",0.85
termii,Termii,Winter 2020,2020,Active,63,0,ai_enabled,vertical_other,fintech_banking,fintech,0,mixed_b2b,Termii is an AI-native reliability infrastructure company.,5.05,,,0.55
terrasoft,Terrasoft,Winter 2020,2020,Active,,0,ai_enabled,other_ai,unknown,,0,mixed_b2b,,,,,0.3
trident-bioscience,Trident Bioscience,Summer 2020,2020,Inactive,1,0,ai_native,bio_science,protein_molecule_design,science_biotech,0,enterprise,Accelerating protein engineering.,,,,0.85
turing-labs-inc,Turing Labs Inc.,Winter 2020,2020,Active,5,0,ai_native,vertical_other,supply_chain_manufacturing,manufacturing,0,enterprise,AI for R&D of consumer brands like P&G to develop better products,,,,0.7
polyops,Tydo,Summer 2020,2020,Inactive,14,0,ai_enabled,data_ml_ops,customer_data_warehouse,retail,0,smb,Turn your data into intelligence,,,,0.55
typedream,Typedream,Winter 2020,2020,Acquired,5,0,ai_enabled,coding_devtools,prompt_to_app_builders,,0,smb,Build & launch your website in minutes with AI,,,"Acquired by beehiiv, June 2024; price undisclosed",0.7
unfaze-ai,Unfaze AI,Summer 2020,2020,Inactive,7,0,ai_native,creative_media,image_design_gen,,0,smb,Create stunning product images and short-form promotional videos 10x…,,,,0.6
upflow,Upflow,Winter 2020,2020,Active,50,0,ai_enabled,finance_accounting,ap_ar_billing,fintech,0,mixed_b2b,Cash collection tech for B2B businesses,22.9,,,0.8
urbankisaan,UrbanKisaan,Winter 2020,2020,Active,53,0,ai_native,bio_science,genomics,agriculture,0,enterprise,Foundation models and autonomous chambers for plant biology,1.5,,,0.8
visual-one,Visual One,Winter 2020,2020,Inactive,4,0,ai_native,security,camera_video_analytics,,0,consumer,AI for security cameras,,,,0.7
warmly,"Warmly,",Summer 2020,2020,Acquired,60,0,ai_native,sales_marketing,sdr_outbound_agents,,1,mixed_b2b,[Acquired by HubSpot in 2026] Autonomous sales platform to auto-email…,21.9,,"Acquisition by HubSpot announced June 30, 2026; terms not disclosed",0.9
zumo-labs,Zumo Labs,Winter 2020,2020,Inactive,7,0,ai_infrastructure,data_ml_ops,synthetic_data,,0,developers,We generate synthetic data for computer vision models.,,,,0.95
adyn,adyn,Summer 2020,2020,Active,7,0,ai_enabled,healthcare,diagnostics_testing,healthcare,0,consumer,The first test designed to prevent birth control side effects,,,,0.6
infeedo-ai,inFeedo AI,Summer 2020,2020,Active,150,0,ai_enabled,hr_recruiting,employee_engagement,,0,enterprise,"AI to engage employees, predict attrition and automate HR/IT support",16,,,0.85
1910,1910,Winter 2019,2019,Active,20,0,ai_native,bio_science,drug_discovery,science_biotech,0,enterprise,Multimodal AI Platform for Modality Agnostic Drug Discovery™,,,,0.9
ai-insurance,AI Insurance,Winter 2019,2019,Active,16,0,ai_enabled,vertical_other,insurance,insurance,0,smb,AI Insurance is the platform that runs insurance companies,,,,0.75
axdraft,AXDRAFT,Winter 2019,2019,Acquired,34,0,ai_enabled,legal_compliance,contracts_clm,legal,0,enterprise,"AXDRAFT helps corporations draft, negotiate and approve documents 10x…",,,Acquired by Onit (legal workflow software) in December 2020; price undisclosed,0.85
allure-systems,Allure Systems,Winter 2019,2019,Acquired,18,0,ai_native,creative_media,image_design_gen,retail,0,enterprise,A.I. to create stunning fashion images for eCommerce. ,,,Acquired by Farfetch (NASDAQ: FTCH) in December 2021; price not disclosed,0.85
arpeggio-bio,Arpeggio Bio,Summer 2019,2019,Active,20,0,ai_enabled,bio_science,drug_discovery,science_biotech,0,enterprise,Arpeggio Bio develops drugs targeting transcription factors using AI…,,,,0.9
askdata,Askdata,Winter 2019,2019,Acquired,17,0,ai_native,search_knowledge,natural_language_analytics,,0,mixed_b2b,Frictionless Data,,,"Acquired by SAP, announced July 2022; purchase price not disclosed. IP folded into SAP Analytics Cloud / Business Technology Platform.",0.75
audiofocus,AudioFocus,Summer 2019,2019,Inactive,4,0,ai_enabled,healthcare,hearing_medical_devices,healthcare,0,consumer,"Hearing aids that work in noisy places, like restaurants, using ML.",,,,0.8
aura-vision,Aura Vision,Winter 2019,2019,Active,10,0,ai_enabled,vertical_other,retail_ecommerce_b2b,retail,0,mixed_b2b,In-store analytics AI assistant to fix your retail stores,,,,0.8
autodial-prev-qwest,Autodial prev Qwest,Winter 2019,2019,Active,1,0,ai_enabled,consumer,phone_line_skipping,,1,consumer,Skip Busy Phone Lines,,,,0.6
axel-travel,Axel Travel,Winter 2019,2019,Active,20,0,ai_native,consumer,travel_assistant,travel,1,consumer,AI agent that saves you money on travel,,,,0.8
basilica,Basilica,Winter 2019,2019,Inactive,2,0,ai_infrastructure,data_ml_ops,rag_retrieval_vector_infra,,0,developers,Basilica is an API that embeds high-dimensional data like images and…,,,,0.75
beacons,Beacons,Summer 2019,2019,Active,35,0,ai_enabled,vertical_other,other_industry,media,0,smb,"An AI-powered, all-in-one business platform for content creators",,,,0.6
brainkey,BrainKey,Winter 2019,2019,Active,20,0,ai_native,healthcare,diagnostics_imaging,healthcare,0,consumer,Brain Longevity,,,,0.7
bunkerhill-health,Bunkerhill Health,Winter 2019,2019,Active,30,0,ai_native,healthcare,healthcare_ai_platform,healthcare,1,enterprise,Bunkerhill is the agentic AI platform for health systems,,,,0.7
caribou,Caribou,Winter 2019,2019,Active,10,0,ai_native,finance_accounting,tax_audit,,1,mixed_b2b,The autonomous tax firm,,,,0.85
centaur,Centaur,Winter 2019,2019,Active,45,0,ai_infrastructure,data_ml_ops,data_labeling_annotation,,0,enterprise,We Create Superior Data By Making Annotation Competitive,,,,0.9
colab,CoLab,Summer 2019,2019,Active,150,0,ai_enabled,vertical_other,construction_engineering,manufacturing,0,enterprise,Human and AI design review for hardware,,,,0.65
community-phone-company,Community Phone Company,Winter 2019,2019,Active,101,0,ai_enabled,consumer,elder_care,,0,consumer,The phone that gives families peace of mind about aging parents,,,,0.75
cosmic,Cosmic,Winter 2019,2019,Active,5,0,ai_enabled,coding_devtools,ai_headless_cms,,1,developers,Cosmic is an AI-powered headless CMS,,,,0.7
dashblock,Dashblock,Summer 2019,2019,Inactive,3,0,ai_enabled,data_ml_ops,data_pipelines_scraping,,0,developers,Turn any website into an API,,,,0.7
deel,Deel,Winter 2019,2019,Active,5000,1,ai_enabled,hr_recruiting,hr_ops,,0,mixed_b2b,The all-in-one HR and payroll platform for global teams,993,17300,,0.85
deepnote,Deepnote,Summer 2019,2019,Active,0,0,ai_enabled,data_ml_ops,data_science_notebook,,0,developers,A better data science notebook.,,,,0.7
demodesk,Demodesk,Winter 2019,2019,Active,25,0,ai_native,sales_marketing,sales_copilots,,0,mixed_b2b,AI-powered sales coaching,,,,0.85
docucharm,Docucharm,Winter 2019,2019,Inactive,2,0,ai_native,workflow_automation,document_processing_idp_ocr,,0,mixed_b2b,Automate paperwork by turning documents into structured data.,,,,0.85
downtobid,Downtobid,Summer 2019,2019,Acquired,5,0,ai_enabled,vertical_other,construction_engineering,construction,0,smb,Using AI to understand construction plans faster.,,,"Listed as Acquired on YC directory; acquirer, date, and price not publicly disclosed.",0.8
earth-ai,EARTH AI,Summer 2019,2019,Active,12,0,ai_native,bio_science,earth_climate_modeling,energy,0,enterprise,Predictive Explorer and Driller for Critical Metal Deposits,,,,0.7
emi-labs,Emi Labs,Winter 2019,2019,Active,50,0,ai_enabled,hr_recruiting,screening,,0,enterprise,"Helping great teams hire better frontline workers, faster.",11.1,,,0.85
evo-do,Evo.Do,Winter 2019,2019,Inactive,2,0,ai_native,coding_devtools,ai_testing_qa,media,1,mixed_b2b,QA Bots for Games,,,,0.65
figments,Figments,Summer 2019,2019,Active,2,0,ai_native,creative_media,ai_writing_storytelling,media,0,mixed_b2b,Building worlds at technological inflection points,,,,0.7
flockjay,Flockjay,Winter 2019,2019,Active,10,0,ai_enabled,sales_marketing,sales_coaching,,0,mixed_b2b,"AI-driven learning, content, and coaching for sales teams",,,,0.8
flowbot,Flowbot,Summer 2019,2019,Active,2,0,ai_native,coding_devtools,coding_assistant,,0,developers,A natural language-driven programming assistant.,,,,0.6
gen1e-lifesciences,GEn1E Lifesciences,Summer 2019,2019,Active,,0,ai_enabled,bio_science,drug_discovery,science_biotech,0,enterprise,AI platform accelerating therapies for rare & inflammatory diseases.,,,,0.85
gitstart,GitStart,Summer 2019,2019,Active,19,0,ai_native,coding_devtools,coding_agents,,1,developers,Pull Requests as a Service,,,,0.9
glide,Glide,Winter 2019,2019,Active,46,0,ai_enabled,coding_devtools,prompt_to_app_builders,,0,smb,"Glide turns spreadsheets into beautiful, intelligent apps.",,,,0.8
golinks,GoLinks,Winter 2019,2019,Active,70,0,ai_enabled,productivity_assistants,internal_links,,0,mixed_b2b,"Intuitive, easy-to-remember short links - powered by AI.",27,,,0.7
hatch,Hatch,Winter 2019,2019,Acquired,73,0,ai_native,customer_support,chat_support_agents,,1,smb,The AI CSR Platform,13.7,,"Acquired by Yelp: $270M cash (completed Feb 6, 2026) plus up to $30M employee retention payments (deal announced Jan 22, 2026)",0.8
hightouch,Hightouch,Summer 2019,2019,Active,200,0,ai_enabled,sales_marketing,cdp_ai_decisioning,,0,enterprise,The leading Composable CDP and AI Decisioning platform,160,1200,,0.8
hypnos,Hypnos,Winter 2019,2019,Inactive,3,0,ai_enabled,consumer,health_wellness_coaching,,0,consumer,AI-powered sleep coach learns and optimizes your sleep,,,,0.8
keeper-2,Keeper,Winter 2019,2019,Active,16,0,ai_native,finance_accounting,tax_audit,fintech,0,consumer,AI tax filing for complex returns,,,,0.85
kraftful,Kraftful,Summer 2019,2019,Acquired,6,0,ai_native,data_ml_ops,user_feedback_analysis,,0,mixed_b2b,Copilot for product teams,2.0,,"Acquired by Amplitude, announced 2025-07-10 (price undisclosed); Kraftful platform shut 2025-08-11 and team joined Amplitude to build its AI Voice-of-Customer features.",0.6
landed-2,Landed,Winter 2019,2019,Active,50,0,ai_native,hr_recruiting,ai_recruiters_sourcing,,0,smb,Generative AI for frontline worker hiring,8.55,,,0.7
lantern,Lantern,Summer 2019,2019,Inactive,4,0,ai_enabled,data_ml_ops,product_analytics,,0,mixed_b2b,User behavior monitoring for modern product teams,,,,0.5
lucid-bots,Lucid Bots,Summer 2019,2019,Active,26,0,ai_enabled,robotics,service_robots,trades,0,smb,"We build robots for dull, dirty, and dangerous jobs.",,,,0.8
