niche_id,niche_name,domain_name,area_name,description,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
document_ops__longtail_edi_agents,LLM-driven EDI onboarding for long-tail suppliers,Operations & Back-office Automation,Document & email operations,"Agents that read retailer/3PL EDI specs and legacy maps, generate and test mappings, and run ongoing translation for small suppliers hit with EDI mandates — col",4.94,3,5,4,7,6,7,5,0.45,2.5,15,,Long-context models (2025-26) can ingest 300-page EDI implementation guides whole and emit tested maps; Stedi's 2025 pivot to healthcare left retail/logistics l
securing_ai__browser_agent_injection_defense,Injection defense for browser & computer-use agents,"Security, Fraud & Trust",Securing AI & agents,"Runtime defense purpose-built for agents that browse and operate UIs: sanitizes untrusted page content, detects injection payloads in DOM/screenshots, enforces ",4.94,2,8,5,7,5,4,7,0.5,0.3,15,Cheap computer use,"ChatGPT Atlas was hijacked via prompt injection (WIRED, Aug 5, 2026) and shut down days later; frontier analysis flags agent-browser injection defense as still "
applied_robots__retrofit_heavy_equipment,Retrofit autonomy for heavy equipment,Robotics & Physical AI,Applied robotics (non-humanoid),"Aftermarket kits + software that make existing excavators, dozers, and loaders remotely-operated or supervised-autonomous, sold to earthmoving and mining contra",4.94,7,6,4,3,6,6,5,0.5,30,250,Labor shortages,">60% of construction firms report difficulty finding skilled operators, and 2024-25 perception models plus Teleo/Bedrock traction show retrofit (not new machine"
robot_software__fleet_ops_observability,Fleet observability for deployed robot fleets,Robotics & Physical AI,"Robot software, fleet ops & sim","Monitoring, teleop-intervention, and incident tooling for heterogeneous production robot fleets — the Datadog/PagerDuty layer for the robot economy.",4.94,3,8,4,6,6,7,4,0.5,1.5,30,Robotics foundation models; Tariffs & reshoring,"Robot deployments are scaling (US installs +11% 2025, IFR; BMW humanoids in production Mar 2026) but the ops layer has been buildable since ~2019 and has funded"
defense_ai__llm_wargaming_simulation,LLM wargaming and course-of-action simulation,"Defense, Space & Government",Defense & national security AI,"Agent-driven wargaming: LLM red/blue forces generate and stress-test courses of action for military planners, staff colleges, and allied ministries at a fractio",4.94,5,7,5,3,5,8,6,0.45,10,40,,"2025-2026 reasoning models made multi-agent adversarial simulation coherent enough for doctrine-constrained play, and NATO rearmament is funding training modern"
govtech__foia_records_automation,FOIA and public-records response automation,"Defense, Space & Government",Government services & govtech,"AI that searches responsive records, applies exemptions, and auto-redacts for government records officers handling FOIA/state public-records requests, replacing",4.94,3,6,5,6,5,7,6,0.45,1.5,15,,"Long-context models (2025) can now review full email/document troves for exemptions cheaply, while post-2020 request surges — described as 'denial-of-service at"
space_ai__conjunction_ops_automation,Conjunction screening and maneuver automation,"Defense, Space & Government",Space operations AI,"AI ops layer for satellite operators that triages conjunction data messages (from TraCSS/LeoLabs), scores real risk, and recommends or auto-plans avoidance mane",4.94,3,8,4,5,6,6,7,0.55,1.5,40,,"NOAA's TraCSS went operational in early 2026 with 70 pilot users covering 11,345+ satellites and a published public conjunction dataset — free authoritative dat"
manufacturing_engineering__smb_visual_inspection,Camera-based defect inspection for SMB factories,Industry Verticals (Built World & Commerce),Manufacturing & industrial engineering,"Low-cost vision AI (commodity cameras + foundation vision models) that catches defects on SMB production lines currently inspected by eye, without a Cognex-clas",4.94,7,6,3,4,5,7,5,0.55,23.1,40,,"2025-era vision-language models do near-zero-shot defect detection, collapsing the per-line training cost that kept vision systems out of SMB plants."
datacenter_energy_hw__speed_to_power_siting,Power-availability intelligence for mid-market sites,AI Hardware & Devices,Datacenter & energy infrastructure,"A data product answering 'where can 5-100MW actually be energized, by when, at what price' for the long tail below hyperscale — brownfield industrial sites, sec",4.92,4,8,4,6,5,7,7,0.6,3.0,35,Tariffs & reshoring,"GridCARE's $64M Series A (May 2026) proved buyers pay for grid-headroom discovery, and ERCOT's Aug 2026 connection halt plus Texas's ~50GW audit (POWER, Aug 6 2"
code_quality__ai_code_security_review,Security review for AI-generated code,Software Creation & Developer Tools,"Code review, testing & QA","AI-native SAST/audit that finds business-logic and auth vulnerabilities in vibe-coded and agent-written applications and ships verified patches, targeting teams",4.89,5,8,3,7,4,5,4,0.5,6,15,Software 10x cheaper,The 2025-26 explosion of vibe-coded production apps created a mass of insecure code owned by non-security teams; CodeRabbit adding Security in Aug 2026 shows th
inference_infra__agent_token_finops,Token FinOps and caching for agent fleets,Models & Compute,Inference & serving optimization,"A gateway plus spend-management layer for companies running fleets of agents: semantic/prefix caching, per-agent budgets, harness-overhead trimming, anomaly ale",4.89,3,8,3,8,4,5,6,0.6,1.5,15,,Agent-fleet operating cost became its own budget line in 2026 — Every reported AI costs up 230% (Aug 2026) and harness overhead (33k tokens before reading the p
finetuning_specialization__private_slm_regulated,Private specialized SLMs for regulated buyers,Models & Compute,Fine-tuning & model specialization,Distill and fine-tune MIT-licensed open models into firm-specific small models deployed on-prem/VPC for buyers who cannot send data to frontier APIs (healthcare,4.89,4,8,5,4,6,5,6,0.5,3,60,EU AI Act enforcement,"EU AI Act GPAI obligations now bite fine-tuners of open models (Annex III applies 2 Aug 2026), frontier top tiers went access-gated (GPT-5.6 Sol US-gov-vetted J"
search_visibility__geo_monitoring_platform,GEO brand-visibility monitoring platform,"Search, Knowledge & Research",AI-search visibility & GEO,"Dashboard that tracks how ChatGPT/Gemini/Perplexity mention and cite a brand across prompts, benchmarks against competitors, and recommends content fixes. The c",4.89,6,8,2,8,3,5,3,0.7,10,10,,Enabled by 2023-24 LLM APIs; window largely consumed — Profound hit Series C and Adobe/Sitecore already bought in (Nov 2025-Jun 2026)
accounting_finance_ops__midmarket_close_automation,Month-end close automation for mid-market,"Finance, Legal & Compliance","Accounting, bookkeeping & finance ops","Software that runs the in-house close: reconciliations, journal entries, flux analysis, and reporting for corporate accounting teams on NetSuite/Intacct.",4.89,7,6,2,5,5,8,3,0.55,20,25,,Enabled by 2023-24 LLMs; the window is mostly consumed — Rillet hit $1B valuation and Numeric/Campfire lock up the design-partner tier in 2025-26
recruiting_talent__smb_hourly_hiring,High-volume hourly hiring automation for SMB franchises,"People, HR & Work",Recruiting & talent,"Conversational AI that handles apply-to-offer for hourly roles (screening, scheduling, texting, onboarding docs) priced and packaged for single-location franchi",4.89,6,5,3,7,4,7,3,0.5,15,25,,Conversational hiring AI was proven 2023-24 (Paradox: Compass Group hires 120k/yr with 20 recruiters) and validated by Workday's acquisition of Paradox — the en
procurement_supply__smb_saas_negotiation,SaaS renewal negotiation agents for SMBs,Operations & Back-office Automation,Procurement & vendor ops,"An AI negotiation agent that tracks a small company's SaaS/vendor renewals, benchmarks pricing, and runs the negotiation (email drafts or autonomous exchange) f",4.89,4,7,3,8,4,6,4,0.6,4,8,,"'AI tax' renewal uplifts of 20-37% across SaaS (Tropic, Aug 2026) plus token-cost line items give SMBs a fresh, urgent renewal-negotiation problem the 2021-era "
drug_discovery__clinical_ops_document_ai,Clinical trial protocol and site-startup AI,Science & Biotech,Drug discovery & development,"Agents that draft trial protocols, informed-consent forms, and site-startup/TMF documents and keep them consistent across amendments, sold to small sponsors and",4.89,6,6,4,4,5,7,5,0.55,13,40,,2024-25 long-context models made whole-protocol reasoning practical and decentralized-trial growth (6.15% CAGR) keeps adding document load; window open but alre
construction__permit_navigation,Permit navigation for high-volume small contractors,Industry Verticals (Built World & Commerce),Construction & engineering,"An agent that researches AHJ requirements, prepares applications, and chases permit status for high-volume light work — panel upgrades, EV chargers, HVAC swaps,",4.89,4,7,3,6,6,7,4,0.5,3,15,,"Agentic browsing/form-filling matured in 2025-26 just as electrification volume (EV chargers, panel upgrades, data centers) exploded permit counts; f2 names per"
energy_utilities__datacenter_power_flex,Datacenter power flexibility orchestration,Industry Verticals (Built World & Commerce),"Energy, grid & utilities",Software that makes AI-datacenter load curtailable and market-responsive — pausing/shifting batchable training jobs and coordinating batteries so operators get ,4.89,3,9,4,3,7,7,7,0.5,1.5,80,,Emerald AI's 2026 Silicon Valley Power pilot and NVIDIA DSX Flex deployments show utilities now grant faster interconnection for provably flexible load — the co
app_builders__personal_software,Personal software app store,Software Creation & Developer Tools,Prompt-to-app builders & malleable software,"Consumers describe an app (habit tracker for my exact routine, tool for my hobby group) and agents build, host, and evolve disposable single-user software — end",4.84,5,7,3,8,3,3,6,0.4,5,8,Software 10x cheaper,"Coding agents became the new runtime in 2026 (f1 shift 10) making $0-marginal personal apps viable, but assistant platforms are converging on the same surface"
code_quality__agentic_merge_gate,AI code review merge gate,Software Creation & Developer Tools,"Code review, testing & QA","AI reviewer that gates what agent- and human-written code gets merged: context-aware review, policy checks, and change management for the flood of AI-generated ",4.84,7,9,1,6,4,4,3,0.5,20,15,,Enabled by 2023-24 LLMs; window largely consumed — CodeRabbit hit a $1.5B valuation in Aug 2026 and platforms now bundle review.
insurance_ops__underwriting_intake,Commercial submission intake for MGAs,"Finance, Legal & Compliance",Insurance operations,"AI intake/clearance for commercial-lines underwriting: ingest broker submissions (ACORD forms, loss runs, SOVs, emails), triage against appetite, and produce qu",4.84,6,6,3,5,5,7,4,0.6,15,30,,"Document-heavy extraction became reliable with 2023-24 LLMs; the window is largely consumed — Federato raised $100M and Sixfold/Kalepa serve tier-1 carriers, le"
ai_soc__ai_soc_mssp,AI SOC analyst for MSSPs and mid-market,"Security, Fraud & Trust",AI security operations,"Agentic platform that autonomously triages, investigates, and closes security alerts across SIEM/EDR/cloud for mid-market teams and MSSPs, replacing tier-1/2 an",4.84,7,7,2,4,6,7,3,0.6,30,40,,Enabled by 2024-era agentic LLMs; category is already named — MarketsandMarkets launched an 'Agentic AI SOC market' report in Sept 2026 — so the window is mostl
govtech__permit_licensing_agents,Permit and licensing back-office agents,"Defense, Space & Government",Government services & govtech,"AI agents that intake, complete-check, route, and plan-review building/business permit applications for city and county permitting departments, sold to the gove",4.84,5,6,4,4,6,7,5,0.45,8,30,,"2024-25 vision-capable models made automated plan review and completeness checks real for the first time, while state permitting shot-clock laws (e.g. CA post-2"
trades_home_services__front_office_agents,AI front-office and booking agents for trade shops,Industry Verticals (Built World & Commerce),Trades & home services,"Voice/SMS AI agents that answer every call 24/7, book jobs, run follow-up and rehash campaigns for HVAC/plumbing/electrical/roofing shops, integrated with Servi",4.84,7,6,2,7,4,5,3,0.7,18,15,Voice crossed threshold,"Voice agents crossed the reliability threshold in 2024-25; by mid-2026 the window is largely consumed (Avoca hit a $1B valuation, Netic raised from Founders Fun"
real_estate_property__appraisal_review_valuation_ops,Appraisal review and valuation ops for lenders,Industry Verticals (Built World & Commerce),Real estate & property,"AI that reviews appraisal reports for defects, GSE compliance, and bias flags, and assembles desktop/hybrid valuation packages — selling into lenders and AMCs a",4.84,5,4,5,5,5,7,5,0.45,8,25,,"Fannie/Freddie appraisal modernization (value acceptance + property data, desktop appraisals) keeps expanding through 2025-26, restructuring who gets paid for v"
personal_agents__family_household_os,Family household mental-load agent,Consumer AI,Personal agents & AI-native tools,"Shared agent for parents that absorbs the household mental load: merges calendars, reads school emails, plans meals, assigns tasks and books the logistics for t",4.84,3,6,4,8,4,6,5,0.5,1.5,10,Voice crossed threshold,"Email/document-understanding got good enough in 2024-25 to auto-extract school logistics, and 2026 voice/agent stacks let the organizer start doing (booking, RS"
ai_rollups__accounting_practice_micro_rollup,Micro-rollup of bookkeeping and tax practices,AI-Native Business Models,AI-powered rollups & buyouts,"Acquire small retiring-owner bookkeeping, payroll and tax-prep practices at 0.8-1.2x revenue and re-run the delivery work with agents, keeping the client relati",4.82,9,8,2,3,5,8,4,0.65,96.0,250,,The enabler (agentic bookkeeping/tax workflows) landed in 2024-25 and the window is closing fast: over $1.5B of declared roll-up capital entered US accounting i
inference_infra__agent_workload_distillation,Managed distillation of agent workloads to small models,Models & Compute,Inference & serving optimization,"A service that ingests a customer's production agent traces, distills the high-volume steps into fine-tuned small open models (DeepSeek/Gemma/Qwen class), and a",4.79,3,7,5,6,6,4,5,0.5,1,30,Inference price collapse,"MIT-licensed near-frontier models (DeepSeek V4, Apr 2026; Gemma 4) made distillation targets good enough for production agent steps, while agent token bills (Ev"
marketing_creative_ops__ad_localization_transcreation,AI transcreation factory for global campaigns,"Sales, Marketing & Support","Marketing, content & brand ops","Turn one master campaign into 30 market-ready variants — dubbed/lip-synced video, culturally adapted copy, local claims/legal checks — priced per market instead",4.79,5,7,3,7,4,5,4,0.55,5,10,Voice crossed threshold,2024-25 voice-cloning/lip-sync (HeyGen-class) plus 2026 commodity TTS (Qwen3-TTS open-sourced Jan 2026) made broadcast-quality localization near-zero marginal c
tax_audit__cpa_tax_prep_copilot,Return-prep automation for small CPA firms,"Finance, Legal & Compliance",Tax & audit,"Software that reads client source documents, auto-populates 1040/1065/1120 returns inside the firm's existing tax software, and cross-checks the finished return",4.79,6,6,3,6,4,6,4,0.65,15.0,35,Labor shortages,"2024-25 multimodal document extraction made source-doc-to-return automation viable; by mid-2026 multiple funded players (Filed, Black Ore, TaxGPT) are already l"
legal_work__immigration_ai_firm,AI-native immigration law firm,"Finance, Legal & Compliance",Legal work & law firms,"Attorney-supervised, AI-run immigration practice (H-1B, O-1, EB green cards, family petitions) selling flat-fee filings prepared by agents; lawyers review and s",4.79,4,7,4,5,5,7,5,0.45,6,40,,2025-26 policy churn and enforcement surge spikes both employer and individual demand while 2024-25 agentic doc pipelines cut prep from 6 weeks to 2 (Alma's own
patient_access__discharge_followup_agents,Post-discharge follow-up call agents,Healthcare & Medicine,Patient access & engagement,"Automated 30-day transition-of-care program: voice agents run discharge follow-up calls, med reconciliation checks, and PCP-appointment confirmation for hospita",4.79,5,6,5,3,6,7,5,0.4,8,60,Voice crossed threshold,"HRRP penalties plus 2024-25 voice capability make an always-on follow-up program cheaper than nurse callback teams, but hospital procurement hasn't sped up."
mental_behavioral__mbc_value_based_layer,Measurement-based care layer for value-based contracts,Healthcare & Medicine,Mental & behavioral health,Automated outcome measurement (PHQ-9/GAD-7 and passive signals) plus reporting that lets BH practices win and service value-based payer contracts; AI turns raw ,4.79,3,7,5,5,6,6,5,0.45,1.5,25,,"Payers accelerated value-based BH contracting 2024-26 as BH spend grew ~6.6%/yr (Precedence, Jul 2026 update) and AI made outcome extraction from sessions nearl"
specialized_models__distillation_service,Frontier-to-tiny model distillation service,Models & Compute,Small & domain-specialized models,"Turn a customer's expensive frontier-model prompts into fine-tuned small models at 10-100x lower cost and latency, managed end-to-end (data capture, training, e",4.74,5,7,4,7,4,3,4,0.6,5,15,,Enabled by 2023-24 fine-tuning tooling; the 2025-26 acquisitions of OpenPipe and Predibase show the window maturing and consolidation into serving platforms — l
pricing_revops__churn_save_agents,Churn-save and payment-recovery agents,"Sales, Marketing & Support","Pricing, RevOps & monetization",AI agents that intercept subscription cancellations with personalized offers and recover failed payments across email/SMS/in-app for SaaS and consumer subscript,4.74,3,6,4,8,4,6,4,0.6,1.5,10,MCP standardization,Category matured 2020-2024 (Churnkey claims 54% save rates and now ships AI agents/MCP integration); LLMs mainly upgrade an existing playbook rather than enable
document_ops__specialty_fax_intake,Fax/referral intake agents for specialty healthcare ops,Operations & Back-office Automation,Document & email operations,"Intake agents that read inbound faxes/portal documents for DME, home health, imaging, and specialty pharmacy — extracting orders, checking payer requirements, a",4.74,6,6,3,5,5,7,3,0.6,15,30,Aging demographics,2023-24 VLM accuracy on faxes enabled the category; Tennr's growth to 'millions of care pathways/month' proves demand but consumed much of the window.
construction__submittal_rfi_closeout,"Submittal, RFI and closeout agents for subcontractors",Industry Verticals (Built World & Commerce),Construction & engineering,"Agents that assemble submittal packages, draft/deduplicate RFIs, and compile closeout documentation (O&M manuals, warranties, as-builts) — aimed at the subcontr",4.74,5,5,3,6,5,7,4,0.5,6,15,,Long-context document models (2024-25) made whole-spec-book reasoning cheap; Trunk Tools' traction (90% of submittals auto-processed) proves demand but leaves t
logistics_freight__broker_ai_agents,Freight brokerage quote-to-cover AI agents,Industry Verticals (Built World & Commerce),Logistics & freight,"AI agents (email + voice) that handle a broker's quoting, load building, appointment scheduling, carrier negotiation, and track-and-trace end to end.",4.74,7,5,2,6,4,7,3,0.6,19.7,15,Voice crossed threshold; Robotics foundation models,Voice/email agents for freight became viable with 2023-24 LLMs; the window is largely consumed — HappyRobot is at Series C with 150+ enterprises and 10M+ intera
manufacturing_engineering__maintenance_reliability_agent,Maintenance and reliability agents for plants,Industry Verticals (Built World & Commerce),Manufacturing & industrial engineering,"AI agents on top of CMMS/sensor data that triage work orders, diagnose faults from manuals plus history, and plan maintenance schedules for mid-market factories",4.74,5,8,3,5,5,6,4,0.6,9.2,25,,"Predictive maintenance is growing ~26% CAGR (Precedence, 2025) and LLMs since 2023-24 can finally read equipment manuals and messy work-order text, but well-fun"
specialized_models__timeseries_forecasting_vertical,Vertical forecasting products on time-series FMs,Models & Compute,Small & domain-specialized models,"Demand/inventory/energy forecasting sold as a finished workflow product (not a model API) for one vertical such as SMB retail or energy traders, built on TimeGP",4.69,4,5,4,7,5,5,4,0.5,4,20,,"2024's wave of open time-series FMs (Chronos, TimesFM, Moirai) commoditized forecast accuracy, shifting the value to applied products — but that window opened t"
expert_data__regulated_domain_expert_boutique,Licensed-professional data boutique (medicine/law),"Data, Evals & AI Quality",Expert data & RLHF supply,"A vetted network of licensed physicians or attorneys producing SFT reasoning traces, RL rubrics, and adversarial evals for labs and health/legal AI companies — ",4.69,5,9,3,5,4,5,5,0.65,5.5,40,,"Scale's Meta deal (Jun 2025) pushed OpenAI/Google to alternative suppliers, but the resulting gap has largely been filled by Mercor/Surge/Micro1 through 2026."
retrieval_context_data__agent_memory_infra,Portable agent memory infrastructure,"Data, Evals & AI Quality","Retrieval, RAG & data pipelines for AI","A drop-in memory layer for agent fleets — hybrid file + retrieval store with recall SLAs, cross-session and cross-agent, portable across harnesses (Claude Code,",4.69,2,9,4,7,5,3,6,0.5,0.3,20,Long-horizon agents,"Multi-week autonomous agent runs arrived in 2026 (Cowork Jan 2026; Fable 5's file-based memory '3x on long tasks', Jun 2026) and F1's Aug 2026 scan still finds "
research_agents__midmarket_competitive_intel,Always-on competitive intelligence agents for mid-market,"Search, Knowledge & Research",Deep research & analyst agents,"Agents that continuously monitor competitors (pricing, releases, hiring, filings, reviews) and deliver analyst-grade briefs and battlecards to mid-market produc",4.69,6,6,3,7,4,4,3,0.5,15,15,,"Enabled by 2023-24 LLMs plus agentic browsing; frontier-lab deep research products (2025) now bundle the core capability for $20-200/mo, consuming the window."
legal_work__patent_drafting,AI patent drafting and prosecution,"Finance, Legal & Compliance",Legal work & law firms,"Drafting applications, office-action responses, and prosecution workflow for patent attorneys and in-house IP teams; per-application pricing against $8-15k huma",4.69,5,5,4,5,5,7,4,0.55,7.8,40,,Enabled by 2023-24 LLMs; window partly consumed — Solve Intelligence and DeepIP funded through 2025 — but examiner-specific prosecution data remains an open ang
diagnostics_clinical_ai__telehealth_triage,AI triage and escalation for virtual care,Healthcare & Medicine,Diagnostics & clinical decision AI,"Symptom-assessment and urgency-routing layer (chat/voice) that telehealth providers, payer nurse lines, and health systems embed to decide self-care vs visit vs",4.69,4,7,4,5,5,6,5,0.55,3.5,30,Voice crossed threshold,2024-25 model generation finally beats legacy Bayesian symptom checkers on accuracy (K Health's older engine scored 36% top-3 vs GPs' 82% in 2022 — a gap curren
mental_behavioral__therapy_practice_autopilot,Therapy practice documentation and admin autopilot,Healthcare & Medicine,Mental & behavioral health,"AI scribe plus back-office agent for solo/group therapists: session notes, treatment plans, scheduling, client comms, claims submission. Sold prosumer to privat",4.69,6,6,2,8,3,5,3,0.6,12,15,,"Enabled by 2023-era LLM transcription+summarization; window largely consumed — Blueprint alone claims 70,000+ clinicians (site, Aug 2026)."
lab_automation__hypothesis_agents,Hypothesis-triage agents for industry R&D,Science & Biotech,Lab automation & AI scientists,"Literature-to-hypothesis agents that read the field, propose ranked, eval-scored experiments for a company's specific program, and are blind A/B-tested against ",4.69,5,7,3,7,4,4,4,0.55,6.0,15,AI scientists arrived,"Fable 5-class models' novel molecular-biology hypotheses were preferred ~80% over prior models in blind review (2026), making machine hypotheses credible to wor"
retail_hospitality__indie_hotel_ops_agent,Front-desk and voice AI for independent hotels,Industry Verticals (Built World & Commerce),"Retail, restaurants & hospitality","A 24/7 AI front desk for independent and boutique hotels: answers phone calls at human latency, handles guest messaging, upsells, night-audit questions and OTA/",4.69,5,5,3,6,4,7,5,0.5,10,30,Voice crossed threshold; Aging demographics,"Sub-100ms conversational voice (e.g. Tavus Sparrow-1 GA Jan 2026, 55ms median latency per f1 reference) finally makes phone-grade hotel AI feel human, but Canar"
education__teacher_workload_copilots,Teacher grading and lesson-prep copilots,Industry Verticals (Built World & Commerce),Education & training institutions,"AI assistants that grade with rubric feedback, differentiate lesson materials, and draft parent communications in multiple languages for K-12 teachers; the orig",4.69,6,6,2,8,3,5,3,0.6,15,5,,Enabled by 2023-era LLMs; the window is largely consumed — Brisk and MagicSchool reached millions of teachers by 2025-26 and platform vendors now bundle equival
video_production__amateur_sports_autoprod,Software-only auto-production for amateur sports,Creative & Entertainment,Video generation & production,"Turns a venue's existing fixed or phone cameras into a full broadcast: AI camera operator (virtual pan/zoom from wide capture), auto scoreboard/graphics, per-at",4.67,4,6,4,6,6,7,5,0.6,2.5,50,,"Incumbents (Pixellot, Veo) monetize via installed cameras, but 2024-2025 vision models made virtual-camera-operator cropping from a single cheap wide feed good "
agent_memory_context__benchmarked_memory_api,Portable agent memory API with recall SLAs,Agent Infrastructure,Memory & context infrastructure,"Drop-in memory infrastructure for AI agents (store/retrieve/compress user and task state across sessions) sold as an API, differentiated on independently verifi",4.64,3,9,3,7,5,3,5,0.4,1.0,15,,"Agent frameworks productized 2024-25 without a memory winner — as of mid-2026 the space is still called 'a cottage industry with no winner' (f1 Shift 3), but fr"
voice_platforms__voice_agent_qa_observability,"Voice agent QA, simulation & observability",Voice & Communication,Voice agent platforms & infra,"Testing, simulation, and production monitoring for voice AI agents: auto-generated call scenarios, load tests, regression replay, and quality-drift alerts sold ",4.64,2,8,3,8,5,5,4,0.5,0.5,15,Voice crossed threshold,"Voice agents hit production scale 2024-25 (Bland/Vapi/Retell), creating the QA need — but Coval's Feb-2026-era $28M Series A shows the window is well consumed."
consumer_health__records_second_opinion_agent,Own-records second opinion and visit prep,Consumer AI,Consumer health & coaching,"A consumer agent that pulls a person's actual clinical records through patient-access FHIR APIs plus wearable data, builds a coherent timeline, prepares the que",4.62,5,7,4,7,5,3,5,0.5,8,25,,Patient-access FHIR APIs plus consumer health-record aggregation matured through 2024-2025 and frontier models crossed clinical-reasoning and verification thres
legacy_modernization__mainframe_migration_factory,Fixed-price COBOL migration factory for mid-market,Software Creation & Developer Tools,Legacy modernization & migration,"AI-driven service that reverse-engineers COBOL/mainframe systems into verified specs and rewrites them for cloud, sold fixed-price to mid-market banks, insurers",4.59,5,6,3,3,6,7,6,0.6,8.4,40,Software 10x cheaper,"Frontier coding agents crossed the multi-million-line threshold in 2025-26 (Stripe's 50M-line migration compressed 'from months to days', Jun 2026) while COBOL "
legacy_modernization__db_migration_verified,Verified database and stored-procedure migration,Software Creation & Developer Tools,Legacy modernization & migration,"Agents that translate stored procedures, ETL jobs, and SQL dialects (Oracle→Postgres, Teradata→cloud DW) with automated result-equivalence checking, sold per mi",4.59,4,6,4,5,5,7,4,0.5,4,25,,"LLM SQL translation became reliable ~2023-24, but hyperscalers shipped free converters, so the remaining opening is verification-grade migration of gnarly PL/SQ"
finetuning_specialization__vertical_rl_environments,Vertical RL environments & reward engineering,Models & Compute,Fine-tuning & model specialization,"Build domain-specific RL environments, verifiers, and reward harnesses (e.g., insurance claims ops, EHR workflows, CAD tooling) sold to frontier labs' vendor pr",4.59,4,9,3,5,4,5,6,0.6,4,30,,RL-environment buying wave started Sep 2025 (labs seeking third-party env vendors) and is still accelerating through mid-2026 (Prime Intellect $130M Jul 2026; P
synthetic_data__rl_environments_vertical,Vertical RL environments for agent training,"Data, Evals & AI Quality",Synthetic data & simulation,"Build and sell high-fidelity, reward-instrumented RL environments (simulated CRMs, EHRs, legal workflows, codebases) that labs and enterprises use to train and ",4.59,4,9,3,6,4,3,6,0.65,4.0,30,,Frontier labs opened a new 9-figure budget line for third-party RL environments in 2025 (a16z: 'all the big labs are building RL environments in-house' and seek
hr_workforce_ops__leave_accommodations,Leave-of-absence and accommodations automation,"People, HR & Work",HR ops & workforce management,"Software that codifies FMLA, proliferating state paid-leave programs, and ADA accommodation workflows for mid-market employers: eligibility calculation, designa",4.59,3,7,4,6,5,6,4,0.5,2,15,,"State paid-family-leave programs keep launching (DE, ME, MN, MD going live 2026-27), multiplying the compliance matrix mid-market HR teams must administer; Coco"
materials_climate_sci__ai_weather_energy,AI weather forecasting for energy trading and utilities,Science & Biotech,"Materials, chemistry & earth science","Fine-tuned open-weight AI weather models (GenCast/Aurora-class) delivering asset-level probabilistic forecasts — wind/solar output, load, icing, fire weather — ",4.59,4,7,3,6,4,6,5,0.55,2.5,25,,"Open-weight AI forecast models (GraphCast 2023, GenCast/Aurora 2024-25) made near-ECMWF-quality forecasting fine-tunable by a 2-person team, while data-center-d"
drones_aerial__ag_spray_drone_services,Agricultural spray-drone services and ops software,Robotics & Physical AI,Drones & aerial autonomy,"Regional crop-spraying/seeding service using heavy-lift spray drones, plus scheduling/compliance software for the fast-growing cottage industry of independent s",4.59,4,7,6,5,3,5,5,0.4,3.0,50,Tariffs & reshoring,2024-25 FAA swarm/Part 137 exemptions plus sub-$30k Chinese heavy-lift spray drones made owner-operator spraying economical; possible tariff/FCC restrictions on
video_production__ai_dubbing_ops,Managed AI dubbing ops for catalog owners,Creative & Entertainment,Video generation & production,"A managed localization pipeline (not a self-serve tool) that takes a rights-holder's back catalog — broadcaster archives, edtech libraries, church/nonprofit med",4.57,5,7,3,7,5,5,4,0.65,8,30,Voice crossed threshold,"Slator's 2025 'content transformation' analysis shows translation-as-a-feature (AI dubbing shipped inside Adobe Premiere Pro) collapsing per-minute cost, so cat"
edge_chips_infra__facility_safety_camera_bundles,Camera plus AI safety bundles for facilities,AI Hardware & Devices,Edge AI chips & compute hardware,"Bundled cameras and an on-prem inference box sold to warehouses, yards, and plants for EHS use cases — PPE compliance, forklift-pedestrian proximity, restricted",4.57,5,7,3,6,5,7,4,0.55,6.0,45,,Technically buildable since roughly 2020 and funded accordingly; the only 2026 refresh is that VLMs let a new hazard rule be written in a sentence rather than t
agent_orchestration__durable_agent_runtime,Durable long-running agent runtime,Agent Infrastructure,Orchestration & multi-agent systems,"Infrastructure that gives agents crash-proof, resumable, week-scale execution (checkpointed state, retries, human-in-loop pauses), replacing hand-rolled queues.",4.54,4,9,2,4,6,7,4,0.6,2.5,30,AI scientists arrived; Long-horizon agents,"Long-horizon agent products (Cowork Jan 2026, Opus 5 monitoring agents Jul 2026) made week-scale durability a requirement, but incumbents moved fast — Temporal "
agent_hosting__secure_code_sandboxes,Secure sandboxes for agent code execution,Agent Infrastructure,Agent deployment & hosting,"Firecracker/microVM-based isolated environments where agents run untrusted generated code, with snapshots, forking, and long-lived sessions — the seed niche, sc",4.54,3,9,2,6,4,9,3,0.5,1,30,Software 10x cheaper,Enabled by 2023-24 coding agents; the category is 3+ years old with funded leaders and hyperscaler bundling — the general-purpose window is mostly consumed.
enterprise_knowledge__ma_diligence_ai,AI-native M&A due-diligence workspace,"Search, Knowledge & Research",Enterprise search & knowledge,"A data-room-native diligence agent that ingests the full deal room (contracts, financials, transcripts) and produces cited red-flag memos, Q&A trackers, and dil",4.54,6,6,3,4,5,6,4,0.55,15,30,,Enabled by 2023-24 long-context models and largely consumed — Hebbia raised its $130M Series B in mid-2024 and incumbents have shipped AI; remaining opening is 
