niche_id,niche_name,domain_name,area_name,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
fintech_banking__aml_investigation_agents,金融犯罪團隊 AML/KYC 調查代理,垂直產業（建築與商業）,銀行、放貸與財富管理,5.09,7,7,3,4,6,7,4,0.45,45,40,,2024-25 年的推理模型讓可引用佐證等級的調查報告成為可能；Bretton 在一家 FDIC 銀行做到審查時間減少 87%，顯示監理機關現已接受代理輔助的案件作業——但這波浪潮
personal_agents__money_chores_autopilot,個人理財雜務自動駕駛,消費者 AI,個人代理與 AI 原生工具,5.09,6,6,3,7,4,6,5,0.5,10,15,代理支付軌道成形,代理支付授權於 2025-26 年上線（Google AP2 於 2025 年 9 月，2026 年 4 月進入 FIDO；Mastercard Agent Pay 已在 10+ 個市場），首度讓消費者代理能自主交易並更
datacenter_energy_hw__flex_load_orchestration,新雲業者的電網彈性運算調度,AI 硬體與裝置,資料中心與能源基礎設施,5.07,5,9,4,4,6,7,8,0.6,8.0,60,,ERCOT 停止新的資料中心併網（Ars Technica，2026 年 8 月 4 日），FERC 也為彈性負載開出法定的快速通道（TechCrunch，2026 年 6 月 18 日），把可削減性從 ESG 故事變成
devops_sre__ai_sre_incident_rca,自主事故應變與根因分析代理,軟體開發與開發者工具,DevOps 與事故處理,5.04,7,8,2,4,6,7,4,0.6,25,40,,代理式工具使用模型（2024-25 年）讓跨工具調查變得可行，但機會窗口已被大量消耗——Gartner 已發布 AI SRE 工具指南（2026 年），且多家獲投業者都在賣
finetuning_specialization__continual_learning_layer,從生產環境回饋持續學習,模型與運算,微調與模型特化,5.04,3,8,5,5,7,5,6,0.55,1.5,40,,託管式 RL 微調在過去一年成熟為產品（Tinker LoRA API；Applied Compute 的「Improve」線上 RL 支柱；Datadog 於 2026 年 6 月併購 Adaptive ML），同時前
expert_data__vertical_rl_environments,垂直領域 RL 環境工作室,資料、評測與 AI 品質,專家資料與 RLHF 供給,5.04,4,9,4,6,4,5,7,0.55,2.5,20,,代理式 RL 的規模化在 2025 年中成為前沿訓練配方；Anthropic 曾談到每年超過 $1B 的 RL 環境支出（2025 年 9 月），需求延續到 2026 年。
retrieval_context_data__enterprise_context_layer,代理就緒的企業資料／脈絡層,資料、評測與 AI 品質,檢索增強與資料管線,5.04,6,8,3,4,7,5,5,0.7,14.3,30,MCP 標準化,MCP 全面轉為無狀態（規格 2026-07-28）後，企業脈絡伺服器可像一般網路基礎設施那樣部署，重新洗牌了整合層，儘管既有業者正在環伺。
translation_communication__court_interpreting_compliance,法庭口譯認證營運與法遵平台,語音與通訊,翻譯與跨語言溝通,5.04,3,6,7,4,7,6,6,0.5,1.5,60,,法規收緊浪潮：澳洲聯邦家事法院祭出嚴格的口譯員資格規定（2025 年 12 月）、ISO 18841 改版（2025 年 12 月），英國重新招標 GBP 310M 的合約（2026 年 2 月 
research_agents__patent_ip_research_agents,專利檢索與申請代理,搜尋、知識與研究,深度研究與分析代理,5.04,7,6,3,5,5,7,4,0.4,25,40,,2024-25 年長脈絡模型讓全專利組合的請求項分析變得可行（Patlytics 客戶回報省下 80% 時間），但時間窗正在被吃掉——Patlytics 已募得 $40M B 輪，並有 30+ 個新
search_visibility__ai_crawler_access_monetization,AI 爬蟲控管與變現維運平台,搜尋、知識與研究,AI 搜尋能見度與 GEO,5.04,3,7,4,6,6,7,6,0.5,1.5,15,,Cloudflare 自 2026 年 7 月起預設封鎖未揭露的 AI 爬蟲，AI bot 已達網路流量的約 2%，並朝與真人流量持平攀升（2026 年 2 月）——變現軌道現已存在，但長尾
accounting_finance_ops__ar_collections_agents,中型市場自主應收帳款催收,財務、法務與法遵,會計記帳與財務作業,5.04,7,6,2,6,4,8,4,0.5,30,20,語音跨過可用門檻,語音／email 協商代理在 2024-25 年變得可信，但既有業者（Upflow、HighRadius）已推出代理功能——視窗大致已被消耗
compliance_grc__employment_ai_bias_audits,招聘 AI 的持續性偏誤稽核,財務、法務與法遵,法遵、GRC 與 AI 治理,5.04,2,8,5,6,5,7,7,0.5,0.6,15,美國各州 AI 立法,歐盟附件三的僱傭義務已於 2026 年 8 月 2 日生效，科羅拉多的年度演算法歧視審查也自 2026 年 6 月 30 日起具強制力，把一次性的紐約市稽核變成經常性的跨轄區
space_ai__agentic_imagery_tasking,代理式衛星派拍與影像下單,國防、太空與政府,太空任務 AI,5.04,4,7,5,7,3,6,6,0.5,4,20,MCP 標準化,2025-26 年的代理工具鏈（工具使用、MCP）加上多數 EO 供應商成熟的派拍 API，使端到端「提問到答案」的下單流程首度可由小團隊做出來。
energy_utilities__der_program_ops,DER 與 VPP 方案登錄營運,垂直產業（建築與商業）,能源、電網與公用事業,5.04,3,6,5,7,5,7,5,0.5,2,15,,FERC Order 2222 的落實加上各州 VPP 強制規定（例如 Dominion 450 MW 試點，2025 年）正在放大登錄量，同時代理現在已能端到端填寫各轄區專屬的公用事業表單。
fintech_banking__humane_collections_servicing,人性化 AI 催收與貸後服務,垂直產業（建築與商業）,銀行、放貸與財富管理,5.04,7,6,3,4,5,7,6,0.55,30,50,語音跨過可用門檻,接近真人水準的語音輪替（Tavus Sparrow-1，55ms 延遲，2026 年 1 月正式上線）首度讓 AI 能勝任高風險的催收電話，而 IBISWorld 也顯示逾期驅動的委外案件正在加速
fintech_banking__ria_backoffice_compliance,RIA 後台作業與法遵自動化,垂直產業（建築與商業）,銀行、放貸與財富管理,5.04,6,6,3,6,5,7,4,0.5,15,25,,2023-24 年那波顧問 AI（會議紀錄）已被吃掉——Jump 已有 35k 名顧問——但保管機構文件與法遵測試的代理式執行，要到 2025-26 年的模型才夠可靠；仍有空間
gaming_3d__asset_finishing_pipeline,生成式 3D 的遊戲可用化收尾流程,創意與娛樂,遊戲與 3D 世界,5.02,6,6,4,7,5,6,5,0.5,8.0,40,,2025-26 年生成品質跑贏了可量產程度：工作室現在堆滿 Meshy／Tripo 的產出，卻沒有任何出貨流程願意接受，因此瓶頸從「做出一個網格」移到「讓它通過
wearables_devices__ondevice_ai_oem_sdk,賣給硬體 OEM 的裝置端 AI 堆疊,AI 硬體與裝置,AI 穿戴與消費裝置,5.02,5,7,4,6,5,6,8,0.45,4.0,30,語音跨過可用門檻,邊緣端能力在 2026 年跨過了堪用門檻：Gemma 4 邊緣版本（2026 年 4 月）、KittenTTS 以 14M 參數、25MB 以下在 Raspberry Pi 上運行，以及 Cactus Hybrid 的 
dev_knowledge__codebase_context_layer,企業程式碼脈絡與新人上手圖譜,軟體開發與開發者工具,開發文件與新人上手,4.99,6,8,3,5,6,4,5,0.5,15,25,MCP 標準化; 軟體開發成本降十倍,MCP 標準化（2026 年 7 月 28 日的無狀態規格）讓一套脈絡層能供應給每一個程式碼代理，而 Stack Overflow 的崩塌（到 2026 年 7 月已較高峰下滑 99%）把開發問答移進了組織內部。
clinical_documentation__dental_voice_charting,牙科環境式病歷與語音牙周圖記錄,醫療與健康照護,病歷紀錄與智慧病歷,4.99,3,5,5,8,4,7,5,0.4,2.5,20,電腦操作成本大降,背景桌面操控代理（Cua，2026 年 4 月；OSWorld 2.0，2026 年 6 月）首度讓不靠 PMS 廠商 API 就能回寫傳統牙科厚用戶端成為可能——那正是牙科語音的歷史性阻礙
mental_behavioral__bh_rcm_agents,行為健康專用帳務與核駁代理,醫療與健康照護,心理與行為健康,4.99,5,7,3,5,6,7,5,0.55,8,30,,2024-25 年付款方核駁升高，加上 Medicaid 文件審查趨嚴（Eleos：Medicaid 不當給付中高達 75% 屬文件問題），使行為健康專屬的醫療營收循環管理成為預算科目；代理也變得可靠
ai_soc__appsec_fix_agents,應用安全分級與自動修補代理,資安、詐防與信任,AI 資安維運,4.99,5,7,3,7,4,7,4,0.5,6,15,,代理式編碼浪潮（2025-26）讓出貨的程式碼與掃描噪音增加的速度超過應用安全團隊的成長；自動修補在 2025 年世代模型出現後變得可靠。
physical_world_os__yard_dock_orchestration,AI 貨場與月台調度代理,機器人與實體 AI,實體世界營運系統,4.99,5,6,5,4,6,7,5,0.5,12,30,語音跨過可用門檻,2024-25 年的視覺模型加上延遲低於 100ms 的語音代理（如 Sparrow-1，2026 年 1 月正式上線），讓純軟體的貨場代理變得可行，而先前的進入者都需要硬體或自駕卡車。
space_ai__eo_insurance_risk_analytics,保險風險用衛星影像分析,國防、太空與政府,太空任務 AI,4.99,5,7,4,5,5,7,5,0.55,6,30,,具地理空間能力的視覺語言模型（2024-25），加上保險業自野火州撤退——加州 FAIR Plan 曝險約 $768B（2026）——使可規模化的減災折扣查核變得急迫。
logistics_freight__big_bulky_lastmile_ops,大件最後一哩配送營運 AI,垂直產業（建築與商業）,物流與貨運,4.99,6,5,4,6,5,6,4,0.5,10.6,15,語音跨過可用門檻,路徑規劃軟體是 2015 年代的品類，但 AI 語音排程與以照片為基礎的損壞／理賠判定（2024-25 年多模態模型）首度自動化了白手套配送中最耗人力的兩個環節
manufacturing_engineering__jobshop_quoting_copilot,接單加工廠的 CAD 轉報價工具,垂直產業（建築與商業）,製造與工業工程,4.99,4,7,4,6,5,7,5,0.5,3,20,關稅與生產回流,2024-25 年多模態模型讓讀取工程圖面與 GD&T 標註可靠到足以自動產生估價草稿，且回流帶動的 RFQ 量正在上升。
agriculture_food__distributor_order_desk_ai,食品經銷商的 AI 接單櫃檯,垂直產業（建築與商業）,農業與食品供應,4.99,5,5,4,6,5,7,5,0.5,8,20,語音跨過可用門檻,以商品化成本達成真人等級的語音輪替（Tavus Sparrow-1 於 2026 年 1 月 GA，延遲 55ms；開源 TTS 價格崩跌），讓電話／語音留言接單線在 2026 年變得可自動化，而經銷商長期面臨人力
edge_chips_infra__edge_fleet_mlops,跨晶片模型部署與裝置機隊維運,AI 硬體與裝置,邊緣 AI 晶片與運算硬體,4.97,4,7,4,6,6,7,7,0.6,4.0,40,,"Qualcomm 併入 Edge Impulse，抽走了主要的中立跨廠工具，而同一時間 NPU 晶片正走向碎片化（2025 年 8 月的 Jetson Thor 售價 $3,499、Hailo-10、Rockchip／A"
inference_infra__sovereign_openweights_stack,近前沿開源模型的氣隙部署方案,模型與運算,推論與服務最佳化,4.94,4,8,5,4,5,6,7,0.5,3,40,歐盟《AI 法案》上路; 推論價格崩跌,DeepSeek V4（2026 年 4 月 24 日）把史上最大的 MIT 授權近前沿權重推進到僅落後前沿 3-6 個月，時間點正好碰上歐盟《AI 法案》(EU AI Act) 高風險義務生效（2026 年 8 月 2
retrieval_context_data__vertical_doc_ingestion,垂直產業文件／郵件／通話結構化流程,資料、評測與 AI 品質,檢索增強與資料管線,4.94,4,8,3,7,5,5,5,0.65,3.2,20,推論價格崩跌,視覺語言模型解析在 2024-2025 年跨過可正式上線的品質門檻（Reducto 由 a16z 領投的 $75M B 輪，2025 年 10 月，驗證了預算存在），而 1M 脈絡的 Flash 級定價（DeepSeek
applied_voice__home_services_call_handling,水電空調工班語音 AI 客服,語音與通訊,各產業語音代理應用,4.94,5,7,2,8,4,7,3,0.6,10,15,語音跨過可用門檻,"由 2023-24 年語音技術堆疊帶動；時間窗大致已被吃掉——Avoca 在 2026 年前已達 $1B 估值與 1,000+ 客戶。"
applied_voice__collections_ar_calls,合規催收與應收帳款語音代理,語音與通訊,各產業語音代理應用,4.94,6,6,4,4,6,7,4,0.6,20,60,語音跨過可用門檻,低於 100ms 的輪替回應（Sparrow-1 等級，2026 年 1 月）讓對抗性強、頻繁被打斷的催收電話變得可行；逾期率攀升（2026 年催收業營收 +6.1%，IBISWorld）。
document_ops__longtail_edi_agents,長尾供應商的 LLM 驅動 EDI 導入,營運與後台自動化,文件與郵件作業,4.94,3,5,4,7,6,7,5,0.45,2.5,15,,長脈絡模型（2025-26）能一次吃下 300 頁的 EDI 實作指南並產出測試過的對應表；Stedi 在 2025 年轉向醫療，把零售／物流的長尾 EDI 留給了老牌業者。
securing_ai__browser_agent_injection_defense,瀏覽器與電腦操作代理的注入防禦,資安、詐防與信任,AI 與代理防護,4.94,2,8,5,7,5,4,7,0.5,0.3,15,電腦操作成本大降,ChatGPT Atlas 遭提示注入攻擊劫持（WIRED，2026 年 8 月 5 日），數日後即關閉；前沿分析指出，即使電腦操作代理持續推出，代理瀏覽器的注入防禦仍無人佔位
applied_robots__retrofit_heavy_equipment,重型機具的後裝自主駕駛,機器人與實體 AI,應用機器人（非人形）,4.94,7,6,4,3,6,6,5,0.5,30,250,勞動力短缺,超過 60% 的營造業者反映難以找到熟練操作員，而 2024-25 年的感知模型加上 Teleo／Bedrock 的市場拉力顯示，後裝（而非換新機）才是導入路徑。
robot_software__fleet_ops_observability,已部署機器人機隊的可觀測性,機器人與實體 AI,機器人軟體、機隊與模擬,4.94,3,8,4,6,6,7,4,0.5,1.5,30,機器人基礎模型問世; 關稅與生產回流,機器人部署正在放大規模（2025 年美國安裝量 +11%，IFR；BMW 人形機器人於 2026 年 3 月進入量產），但這個維運層自約 2019 年起就做得出來，而且已有拿到資金的既有業者。
defense_ai__llm_wargaming_simulation,LLM 兵棋推演與行動方案模擬,國防、太空與政府,國防與國安 AI,4.94,5,7,5,3,5,8,6,0.45,10,40,,2025-2026 年的推理模型讓多代理對抗模擬連貫到足以進行受準則約束的推演，而 NATO 重整軍備正在資助訓練現代化（2025 年 6 月海牙峰會）。
govtech__foia_records_automation,資訊公開與公共紀錄回應自動化,國防、太空與政府,政府服務與政府科技,4.94,3,6,5,6,5,7,6,0.45,1.5,15,,長脈絡模型（2025）如今能低成本審閱整批電子郵件／文件以判定豁免，而 2020 年後申請量暴增——被形容為「對地方政府的阻斷服務攻擊」，吃掉 25-
space_ai__conjunction_ops_automation,接近預警篩選與規避機動自動化,國防、太空與政府,太空任務 AI,4.94,3,8,4,5,6,6,7,0.55,1.5,40,,"NOAA 的 TraCSS 於 2026 年初正式上線，涵蓋 70 個試點使用者與 11,345 顆以上衛星並公布公開的接近預警資料集——免費的權威資料加上篩選服務生態系"
manufacturing_engineering__smb_visual_inspection,中小型工廠的攝影機瑕疵檢測,垂直產業（建築與商業）,製造與工業工程,4.94,7,6,3,4,5,7,5,0.55,23.1,40,,2025 年代的視覺語言模型可做到近乎零樣本的瑕疵偵測，壓垮了過去讓視覺系統進不了中小企業廠房的每條產線訓練成本。
datacenter_energy_hw__speed_to_power_siting,中型場址的電力可得性情報,AI 硬體與裝置,資料中心與能源基礎設施,4.92,4,8,4,6,5,7,7,0.6,3.0,35,關稅與生產回流,GridCARE 的 $64M A 輪（2026 年 5 月）證明買方願意為電網餘裕探勘付費，而 ERCOT 2026 年 8 月的併網暫停，加上德州約 50GW 的稽核（POWER，2026 年 8 月 6 日），讓「
code_quality__ai_code_security_review,AI 生成程式碼的資安審查,軟體開發與開發者工具,程式碼審查與測試,4.89,5,8,3,7,4,5,4,0.5,6,15,軟體開發成本降十倍,2025-26 年 vibe coding 正式環境應用爆量，造就大量由非資安團隊持有的不安全程式碼；CodeRabbit 於 2026 年 8 月加入 Security 顯示機會窗口正在收窄。
inference_infra__agent_token_finops,代理機隊的 Token FinOps 與快取,模型與運算,推論與服務最佳化,4.89,3,8,3,8,4,5,6,0.6,1.5,15,,AI 代理機隊的營運成本在 2026 年成為獨立的預算項目——Every 回報 AI 成本上升 230%（2026 年 8 月），而 harness 額外開銷（讀到提示詞前就用掉 33k token，2026 年 7 月
finetuning_specialization__private_slm_regulated,法遵型買家的私有專用小模型,模型與運算,微調與模型特化,4.89,4,8,5,4,6,5,6,0.5,3,60,歐盟《AI 法案》上路,歐盟《AI 法案》(EU AI Act) 的 GPAI 義務已實質落到開源模型微調者身上（附件三自 2026 年 8 月 2 日適用），前沿模型的頂級層級轉為門檻式存取（GPT-5.6 Sol 於 2026 年 6 月需
search_visibility__geo_monitoring_platform,GEO 品牌能見度監測平台,搜尋、知識與研究,AI 搜尋能見度與 GEO,4.89,6,8,2,8,3,5,3,0.7,10,10,,由 2023-24 年的 LLM API 開啟；機會窗口大致已被消化——Profound 已達 C 輪，Adobe/Sitecore 也已出手收購（2025 年 11 月至 2026 年 6 月）
accounting_finance_ops__midmarket_close_automation,中型市場月結自動化,財務、法務與法遵,會計記帳與財務作業,4.89,7,6,2,5,5,8,3,0.55,20,25,,由 2023-24 年的大型語言模型帶動；視窗大致已被消耗——Rillet 估值達 $1B，Numeric／Campfire 在 2025-26 年鎖住了共創客戶這一層
recruiting_talent__smb_hourly_hiring,中小型加盟店大量時薪職缺招募自動化,人才、人資與工作,招募與人才,4.89,6,5,3,7,4,7,3,0.5,15,25,,對話式招募 AI 已在 2023-24 年獲得驗證（Paradox：Compass Group 以 20 名招募人員年聘 120k 人），並因 Workday 收購 Paradox 而獲背書——大型企業的機會窗口已被吃下
procurement_supply__smb_saas_negotiation,中小企業的 SaaS 續約談判代理,營運與後台自動化,採購與供應商管理,4.89,4,7,3,8,4,6,4,0.6,4,8,,SaaS 全面出現 20-37% 的「AI 稅」續約漲幅（Tropic，2026 年 8 月），加上 token 成本科目，讓中小企業有了全新且急迫的續約談判問題，而 2021 年那一批玩家當初是為大型企業打造的。
drug_discovery__clinical_ops_document_ai,臨床試驗計畫書與試驗中心啟動 AI,科學與生技,藥物探索與開發,4.89,6,6,4,4,5,7,5,0.55,13,40,,2024-25 年的長脈絡模型讓整份計畫書的推理變得可行，去中心化試驗成長（6.15% CAGR）持續增加文件負擔；窗口仍開，但已有競爭。
construction__permit_navigation,高頻小型承包商的建照代辦導航,垂直產業（建築與商業）,營建與工程,4.89,4,7,3,6,6,7,4,0.5,3,15,,代理式瀏覽與表單填寫在 2025-26 年成熟，恰逢電氣化量能（EV 充電樁、配電盤升級、資料中心）推爆建照件數；f2 將建照代辦導航列為技術工班的首要瓶頸。
energy_utilities__datacenter_power_flex,資料中心電力彈性調度,垂直產業（建築與商業）,能源、電網與公用事業,4.89,3,9,4,3,7,7,7,0.5,1.5,80,,Emerald AI 2026 年與 Silicon Valley Power 的試點及 NVIDIA DSX Flex 的部署顯示，公用事業如今會對可證明具彈性的負載給予更快併網——這套商業機制才剛出現於
app_builders__personal_software,個人軟體應用商店,軟體開發與開發者工具,一句話生成應用,4.84,5,7,3,8,3,3,6,0.4,5,8,軟體開發成本降十倍,程式碼代理在 2026 年成為新的執行環境（前沿驅動力 f1 第 10 項），讓邊際成本 $0 的個人應用變得可行，但各家助理平台正收斂到同一個介面
code_quality__agentic_merge_gate,AI 程式碼審查合併關卡,軟體開發與開發者工具,程式碼審查與測試,4.84,7,9,1,6,4,4,3,0.5,20,15,,由 2023-24 年的大型語言模型催生；機會窗口大致已被消耗——CodeRabbit 於 2026 年 8 月達到 $1.5B 估值，各平台如今也綁售審查功能。
insurance_ops__underwriting_intake,MGA 的商業保件收件處理,財務、法務與法遵,保險營運,4.84,6,6,3,5,5,7,4,0.6,15,30,,文件密集的資訊擷取在 2023-24 年的大型語言模型下變得可靠；窗口大致已被消耗——Federato 募得 $100M，Sixfold／Kalepa 服務一線保險公司，只剩下沉市場的 MGA／躉售區塊
ai_soc__ai_soc_mssp,給 MSSP 與中型市場的 AI SOC 分析師,資安、詐防與信任,AI 資安維運,4.84,7,7,2,4,6,7,3,0.6,30,40,,由 2024 年世代的代理式大型語言模型促成；品類已被命名——MarketsandMarkets 在 2026 年 9 月推出「Agentic AI SOC 市場」報告——因此窗口大致已被吃掉。
govtech__permit_licensing_agents,建照與執照後台作業代理,國防、太空與政府,政府服務與政府科技,4.84,5,6,4,4,6,7,5,0.45,8,30,,2024-25 年具視覺能力的模型首度讓自動圖審與完整性檢核成真，同時各州的核照時限法規（如加州 2022 年後）對城市形成法定壓力。
trades_home_services__front_office_agents,工程行的 AI 前台與預約代理,垂直產業（建築與商業）,技術工班與居家服務,4.84,7,6,2,7,4,5,3,0.7,18,15,語音跨過可用門檻,語音代理在 2024-25 年跨過可靠度門檻；到 2026 年中，這個時間窗大致已被吃掉（Avoca 達到 $1B 估值，Netic 獲 Founders Fund 投資，加上每一梯 YC 都有一群同類團隊）
real_estate_property__appraisal_review_valuation_ops,放款機構的估價審查與評價維運,垂直產業（建築與商業）,房地產與物業,4.84,5,4,5,5,5,7,5,0.45,8,25,,Fannie／Freddie 的估價現代化（價值採認＋物件資料、桌面估價）在 2025-26 年持續擴大，重塑了誰能因評價工作獲得報酬。
personal_agents__family_household_os,家庭心力負擔代理,消費者 AI,個人代理與 AI 原生工具,4.84,3,6,4,8,4,6,5,0.5,1.5,10,語音跨過可用門檻,電子郵件與文件理解在 2024-25 年已好到能自動萃取學校行程資訊，而 2026 年的語音／代理堆疊，讓這個整理者從列清單進化到真的動手（訂位、回覆出席）。
ai_rollups__accounting_practice_micro_rollup,記帳與稅務事務所微型併購整合,AI 原生商業模式,AI 併購整合與收購,4.82,9,8,2,3,5,8,4,0.65,96.0,250,,推動要素（代理式記帳／報稅工作流程）在 2024-25 年落地，而窗口正在快速關閉：光是 2026 年上半年就有超過 $1.5B 的公開併購整合資金進入美國會計業，這
inference_infra__agent_workload_distillation,AI 代理工作負載蒸餾至小模型,模型與運算,推論與服務最佳化,4.79,3,7,5,6,6,4,5,0.5,1,30,推論價格崩跌,MIT 授權的近前沿模型（DeepSeek V4，2026 年 4 月；Gemma 4）讓蒸餾目標好到足以用於正式環境的代理步驟，同時 AI 代理的 token 帳單（Every +230%，2026 年 8 月）也創造
marketing_creative_ops__ad_localization_transcreation,全球行銷活動 AI 創譯工廠,銷售、行銷與客服,行銷、內容與品牌維運,4.79,5,7,3,7,4,5,4,0.55,5,10,語音跨過可用門檻,2024-25 年的語音複製／對嘴技術（HeyGen 等級），加上 2026 年商品化的 TTS（Qwen3-TTS 於 2026 年 1 月開源），使廣播品質的在地化幾乎零邊際成本。
tax_audit__cpa_tax_prep_copilot,小型會計師事務所報表準備自動化,財務、法務與法遵,稅務與審計,4.79,6,6,3,6,4,6,4,0.65,15.0,35,勞動力短缺,2024-25 年的多模態文件擷取讓「原始憑證到報表」的自動化成為可行；但到 2026 年年中，多家有資金的玩家（Filed、Black Ore、TaxGPT）皆已上線，視窗大致已被消耗。
legal_work__immigration_ai_firm,AI 原生移民法律事務所,財務、法務與法遵,法律工作與律師事務所,4.79,4,7,4,5,5,7,5,0.45,6,40,,2025-26 年的政策動盪與執法力道升高，同時推升雇主與個人端需求，而 2024-25 年的代理式文件流程把準備時間從 6 週壓縮到 2 週（Alma 自行宣稱）。
patient_access__discharge_followup_agents,出院後追蹤致電 AI 代理,醫療與健康照護,病患接觸與互動,4.79,5,6,5,3,6,7,5,0.4,8,60,語音跨過可用門檻,HRRP 罰款加上 2024-25 年的語音能力，讓全天候追蹤方案比護理師回電團隊更便宜，但醫院採購流程並未加快。
mental_behavioral__mbc_value_based_layer,價值導向合約的成效測量層,醫療與健康照護,心理與行為健康,4.79,3,7,5,5,6,6,5,0.45,1.5,25,,付款方在 2024-26 年加速行為健康的價值導向簽約，行為健康支出年增約 6.6%（Precedence，2026 年 7 月更新），而 AI 讓從會談中擷取成效幾乎零成本。
specialized_models__distillation_service,前沿模型蒸餾為微型模型的服務,模型與運算,小型與領域專用模型,4.74,5,7,4,7,4,3,4,0.6,5,15,,由 2023-24 年的微調工具所促成；2025-26 年 OpenPipe 與 Predibase 的併購顯示窗口正在成熟並整併進模型服務平台——時機偏晚，不過前沿價格持續下滑仍讓
pricing_revops__churn_save_agents,留客挽回與付款回收代理,銷售、行銷與客服,定價、營收維運與變現,4.74,3,6,4,8,4,6,4,0.6,1.5,10,MCP 標準化,此類別於 2020-2024 年成熟（Churnkey 宣稱 54% 挽回率，現已推出 AI 代理／MCP 整合）；大型語言模型主要是升級既有劇本，而非開啟新玩法。
document_ops__specialty_fax_intake,專科醫療的傳真／轉診收件代理,營運與後台自動化,文件與郵件作業,4.74,6,6,3,5,5,7,3,0.6,15,30,人口高齡化,2023-24 年 VLM 對傳真的辨識準確度催生了這個品類；Tennr 成長到「每月數百萬條照護路徑」證明了需求，但也吃掉了大半的機會窗。
construction__submittal_rfi_closeout,分包商的送審、RFI 與結案代理,垂直產業（建築與商業）,營建與工程,4.74,5,5,3,6,5,7,4,0.5,6,15,,長脈絡文件模型（2024-25）讓針對整本規範書的推理變得便宜；Trunk Tools 的成績（90% 送審自動處理）證明了需求，但分包商端仍是空白。
logistics_freight__broker_ai_agents,貨運仲介報價到承攬 AI 代理,垂直產業（建築與商業）,物流與貨運,4.74,7,5,2,6,4,7,3,0.6,19.7,15,語音跨過可用門檻; 機器人基礎模型問世,貨運語音／郵件代理隨 2023-24 年的大型語言模型而變得可行；窗口大致已被吃掉——HappyRobot 已進入 C 輪，擁有 150+ 家大型企業客戶、每月 10M+ 次互動。
manufacturing_engineering__maintenance_reliability_agent,廠區維修與可靠度 AI 代理,垂直產業（建築與商業）,製造與工業工程,4.74,5,8,3,5,5,6,4,0.6,9.2,25,,預測性維護以約 26% CAGR 成長（Precedence，2025），且大型語言模型自 2023-24 年起終於能讀懂設備手冊與雜亂的工單文字，但資金雄厚的現有業者也看到了這點。
specialized_models__timeseries_forecasting_vertical,時序基礎模型的垂直預測產品,模型與運算,小型與領域專用模型,4.69,4,5,4,7,5,5,4,0.5,4,20,,2024 年一波開源時序基礎模型（Chronos、TimesFM、Moirai）讓預測準確度變成通用品，價值轉移到應用產品——但這個窗口兩年前就開了，模型層已相當擁
expert_data__regulated_domain_expert_boutique,執業專業人士資料精品店（醫法）,資料、評測與 AI 品質,專家資料與 RLHF 供給,4.69,5,9,3,5,4,5,5,0.65,5.5,40,,Scale 與 Meta 的交易（2025 年 6 月）把 OpenAI／Google 推向替代供應商，但由此產生的缺口在 2026 年間大致已被 Mercor／Surge／Micro1 填補。
retrieval_context_data__agent_memory_infra,可攜式 AI 代理記憶基礎設施,資料、評測與 AI 品質,檢索增強與資料管線,4.69,2,9,4,7,5,3,6,0.5,0.3,20,長時程代理成熟,長達數週的自主代理執行在 2026 年出現（Cowork 2026 年 1 月；Fable 5 基於檔案的記憶在長任務上「提升 3 倍」，2026 年 6 月），而 F1 在 2026 年 8 月的掃描仍發現「代理記憶還
research_agents__midmarket_competitive_intel,中型市場常駐競爭情報代理,搜尋、知識與研究,深度研究與分析代理,4.69,6,6,3,7,4,4,3,0.5,15,15,,由 2023-24 年大型語言模型加上代理式瀏覽帶動；前沿實驗室的深度研究產品（2025）如今已用 $20-200/月綑綁核心能力，吃掉時間窗。
legal_work__patent_drafting,AI 專利撰寫與申請程序,財務、法務與法遵,法律工作與律師事務所,4.69,5,5,4,5,5,7,4,0.55,7.8,40,,由 2023-24 年的大型語言模型帶動；窗口已部分被佔——Solve Intelligence 與 DeepIP 在 2025 年前已募得資金——但審查官別的申請程序資料仍是開放切角。
diagnostics_clinical_ai__telehealth_triage,虛擬醫療 AI 分流與升級通報,醫療與健康照護,診斷與臨床決策 AI,4.69,4,7,4,5,5,6,5,0.55,3.5,30,語音跨過可用門檻,2024-25 年的模型世代在準確度上終於勝過傳統貝氏症狀檢查器（K Health 舊引擎 2022 年前三名命中率 36%，家醫科醫師為 82% — 這個差距現今的大型語言模型已補上），而語音代理也讓電話
mental_behavioral__therapy_practice_autopilot,心理治療所文書與行政自動化,醫療與健康照護,心理與行為健康,4.69,6,6,2,8,3,5,3,0.6,12,15,,"由 2023 年世代的大型語言模型轉錄加摘要所促成；時間窗大致已被吃掉 — 光是 Blueprint 就宣稱有 70,000+ 位臨床工作者（官網，2026 年 8 月）。"
